duration,indexlh,indexl,indexh,logB,maxloglikelihood,SNR_comb_median,SNR_comb_global,run_time,total_croptimel,total_croptimeh,notchlist_l,notchlist_h,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmin_plus,fmin_minus,fmin_global,fmax_median,fmax_plus,fmax_minus,fmax_global,res_phase0_median,res_phase0_plus,res_phase0_minus,res_phase0_global,res_amplitude_median,res_dt_median,duration_median
57.199951171875,188,14,9,-3.422722746807362,20.465597855904587,3.555694329902131,9.206794006820093,31504.729638,1,1,"[60.0, 120.0, 180.0, 73.9, 196.1, 244.4]","[60.0, 120.0, 180.0, 128.0, 256.0]",0.047212380919520985,0.13216003206385638,0.023844859271054616,0.02654769148122495,1.5377673800621043e-23,2.1959385875954768e-23,1.1338763710316021e-23,5.170734100557246e-23,0.5524869421679979,0.2580870694168057,0.3710348911885001,0.7682433031597938,4.679113418368333,1.2130365777923995,1.9028962514016365,5.0883914901052405,112.57478244471855,45.245596301309945,40.02241849772136,114.0717406787341,224.25290407956368,32.121982126034254,47.88355535405066,238.3199668562188,1.2253012702721586,2.2166525249084934,2.3051774851559754,-1.4699629239892351,57.199951171875,1.0,0.006900000000000001
57.199951171875,365,4,20,-2.857252435545002,20.69058167710254,7.084196775338256,7.583003479055313,25939.974275,1,2,"[60.0, 120.0, 180.0, 73.9, 196.1]","[60.0, 120.0, 180.0, 256.0, 64.0]",0.2959863715004854,0.24614792845900185,0.24915729911968043,0.14549457911415825,1.2631315361212464e-23,9.086072270029845e-24,7.365451404462644e-24,3.403215587593508e-23,0.5584539622486765,0.3409144430083413,0.26255027015313936,0.9010613879194107,4.3834660785210335,1.3361294371655408,1.143025653213042,4.886856963122947,103.52779246820802,63.855648079811516,48.660963489799606,52.7525878123151,209.76134912552723,40.71435877609568,88.21360393599119,120.21507577004202,0.7568906230838621,2.0516690830581847,1.2161011202105771,2.108908906030908,57.199951171875,1.0,0.006900000000000001
57.199951171875,509,23,21,-3.4528511357236216,19.3444905888496,3.3003815358390654,9.135450972012125,22462.518698,1,1,"[60.0, 180.0, 73.9, 196.1]","[60.0, 120.0, 180.0, 128.0, 256.0]",0.07038482174047483,0.2730899409288538,0.04233319482932188,0.06822041387447261,1.1806810889032736e-23,1.644837897000578e-23,8.53725790147517e-24,3.5699650233141517e-23,0.6531384964755298,0.23654780673815246,0.43498502582194254,0.884708813021054,5.057524359063863,0.6859995787449851,2.190009690206406,5.267453014598105,106.0336362745335,46.569116374363034,38.481709756647334,146.14699654019816,228.19526536781302,29.03324960183238,58.06629674360241,251.21600615477746,2.380558352593505,1.6698752584713925,2.667820526691277,4.5142567019066595,57.199951171875,1.0,0.006900000000000001
57.199951171875,504,20,23,-3.162208329440433,20.42626356349679,3.712268431443261,7.927051795190843,25138.576441,1,1,"[60.0, 180.0, 73.9, 196.1]","[60.0, 120.0, 180.0, 128.0, 256.0]",0.0760313313840167,0.3469225512463753,0.04875215290368771,0.025305312765827263,1.2098819281505915e-23,1.2751177321037806e-23,8.280947608948143e-24,5.580503767735135e-23,0.511132856015538,0.3280834475510054,0.3321688900763833,0.3674659628597466,4.200091513303945,1.9288040329668332,1.637229613914715,3.910337558247323,96.40425366071041,69.17585120150504,36.316067680604185,56.53123755819033,212.29614124066424,47.21900529582311,72.93476214619113,150.3047317340766,2.064552466529117,1.4769501800558094,2.3172934607322104,0.8042096317938401,57.199951171875,1.0,0.006900000000000001
57.199951171875,92,10,9,-3.2500616431995395,18.113159185294197,3.7600571627577457,10.21815677673556,31746.674786,1,1,"[60.0, 120.0, 180.0, 73.9, 196.1]","[60.0, 120.0, 180.0, 128.0, 256.0]",0.07538680756865113,0.21309387398933594,0.04878693999825233,0.035881063945436595,1.238631042560865e-23,1.4386969359791946e-23,8.916577158783433e-24,3.7359432782028327e-23,0.5363576921684163,0.29528443637065827,0.367377096881375,0.5529064841294988,4.21673249257828,1.83677449351499,1.5671700514712894,2.9733342281062356,105.09894043315214,56.589575653454915,40.183550832965935,53.677425772796425,218.28670764487404,38.94974082950873,58.00167148197784,215.10980416148794,1.6365120600125094,1.780011036132343,1.8356191692889898,1.1226023129575649,57.199951171875,1.0,0.006900000000000001
57.199951171875,127,6,12,-2.9083661216747223,21.313295477925287,4.877379832886732,7.248131875591145,32061.900064,1,2,"[60.0, 180.0, 73.9, 196.1, 244.4]","[60.0, 120.0, 180.0, 128.0, 256.0, 64.0]",0.1216490702024721,0.2433652811089932,0.08559425629438036,0.11894082767812879,1.5576450711632502e-23,1.5785988488443242e-23,1.1050242201124025e-23,3.785631349322168e-23,0.5749994994959873,0.2747937969332487,0.40383436834207576,0.6150729235838232,4.095611358804784,2.43264730383307,1.4563564085650968,6.7806303302246524,78.13456155000402,42.45955807654194,20.93854108985942,51.086192476060816,161.94919895061298,73.77416459446204,34.90341163440617,132.4392718991464,1.0948240529659943,1.9278412509629121,1.446565205876192,0.5167510885377093,57.199951171875,1.0,0.006900000000000001
57.199951171875,320,18,5,-1.6510084562274174,23.776278955212796,8.892611001265012,9.492776415514383,29697.65553,1,1,"[60.0, 180.0, 73.9, 196.1]","[60.0, 120.0, 180.0, 128.0]",0.29979942044353997,0.059620539997560895,0.09696500916450693,0.2902479150095873,1.4432675184496802e-23,3.0457411195612524e-24,3.683519245305766e-24,1.5661093524115953e-23,0.46196075859318153,0.19361436087465544,0.051931953327598646,0.44974156421581946,2.885193213499924,1.488210971854579,0.0046747414514336505,2.8850561593910093,74.30143570681372,24.055188741350506,13.09476872469341,75.38130393369269,164.51046755780538,28.078750587921235,15.284746959116546,164.09396054594012,-0.24951925325796687,1.7397265414260628,0.42018055910731744,-0.4298281749002455,57.199951171875,1.0,0.006900000000000001
57.199951171875,500,16,23,-3.0213428548062025,17.621667969190096,4.671912904702756,8.167521370463827,26275.292352,1,1,"[60.0, 120.0, 180.0, 73.9, 196.1]","[60.0, 120.0, 180.0, 128.0, 256.0]",0.21220483116746544,0.8190069083935431,0.1791253806707154,0.4580256496936012,9.24286420843387e-24,9.152554252771994e-24,5.5436453780155015e-24,1.453816903083457e-23,0.5250266170560718,0.31521200001431193,0.32716962541776784,0.787262092762382,4.7831044410530605,1.4157784842206222,1.9876742500508762,6.195854768847187,102.4368535443178,76.19382550202705,39.95299365645123,186.0150805731269,224.2936585296876,39.22313366007438,71.7600033559491,268.7896528573509,0.8503812326178888,2.6124659094199636,1.756174420277392,-1.5565860168822094,57.199951171875,1.0,0.006900000000000001
57.199951171875,177,8,14,-2.500773257627518,22.11759972119487,7.525407652806187,12.210589174900948,32634.502003,2,1,"[60.0, 120.0, 180.0, 73.9, 196.1, 244.4, 122.2]","[60.0, 120.0, 180.0, 128.0, 256.0]",0.20611327106359953,0.1713129579013918,0.15682009587237927,0.27120655402027194,1.1968113995741592e-23,1.0239664882429221e-23,5.324249655710808e-24,1.1202561476596931e-23,0.29501886292820334,0.42378435593148167,0.12914138933769667,0.18186047138017092,2.7376564372247705,2.3367503953052333,0.7578204297125526,1.9802532752409994,81.06363629626345,40.880865245805566,19.959034830492335,76.76690505691276,204.93569203904713,60.51260873390402,66.84873989990751,270.79211022142294,0.15583561502412868,2.7897890073071165,0.9918032116096297,0.09024955031510795,57.199951171875,1.0,0.006900000000000001
57.199951171875,279,17,11,-3.1925492231548684,19.82665643591794,4.093838177999764,9.730177433640645,31140.822238,1,2,"[60.0, 180.0, 73.9, 196.1, 244.4]","[60.0, 120.0, 180.0, 128.0, 256.0, 64.0]",0.11111633776734392,0.5174768895915911,0.08006386051775727,0.09736655042841169,1.0884385634518486e-23,1.2822022475478154e-23,6.955638252631051e-24,2.381258223673613e-23,0.45797120243148204,0.37807620246624096,0.2968234642644613,0.30444351632438627,4.288475561359666,1.3188541573548536,1.6033612312338743,4.289312065063242,96.02713200344317,57.8309525715741,33.32248233811444,107.27188967054333,215.56897441717595,41.12983459635868,64.76816032232824,262.5379278098509,1.5801305822461829,2.001992070598223,2.1332648466754773,2.278681028276871,57.199951171875,1.0,0.006900000000000001
