duration,logB,maxloglikelihood,SNR_comb_median,SNR_comb_global,run_time,total_croptimel,total_croptimeh,notchlist_l,notchlist_h,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmin_plus,fmin_minus,fmin_global,fmax_median,fmax_plus,fmax_minus,fmax_global,res_phase0_median,res_phase0_plus,res_phase0_minus,res_phase0_global,res_amplitude_median,res_dt_median,duration_median
144.89990234375,-3.409881282915383,17.232876821517287,4.437170224601929,17.10562372421585,24486.042703,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.04969389659361992,0.3278022113775081,0.038133152467113365,0.36486588665554615,9.724789603730874e-24,8.045726650972116e-24,7.156524781297038e-24,1.5875844532842366e-23,0.5704171017111163,0.2562987867530243,0.3605103065318973,0.7251648826672943,3.329681896350356,1.2430797214907199,1.1945551000209735,3.3280154691889203,107.91923919174107,33.81651029949393,38.80294444100174,130.1752891819347,185.71605050162634,18.50783732220944,40.082580766807126,186.61058748057633,0.873049659117088,2.5583303146246528,1.2312078418943762,0.4605514120607914,144.89990234375,1.0,-0.004
