duration,logB,maxloglikelihood,SNR_comb_median,SNR_comb_global,run_time,total_croptimel,total_croptimeh,notchlist_l,notchlist_h,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmin_plus,fmin_minus,fmin_global,fmax_median,fmax_plus,fmax_minus,fmax_global,res_phase0_median,res_phase0_plus,res_phase0_minus,res_phase0_global,res_amplitude_median,res_dt_median,duration_median
72.39990234375,-3.072437138836193,13.757307113402625,4.546978254281721,16.589310340245344,12749.39298,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.11318621863831807,1.2151668057901384,0.08911625911195249,1.256280428014108,6.230235149271519e-24,5.315486489598726e-24,4.13930745100216e-24,8.135732941036184e-24,0.505270589615088,0.31467743077590027,0.33035443898194483,0.4135913189777055,3.355735007080637,1.6461663134493967,1.277774504801663,5.122319276407591,113.65132325356896,37.47089722157864,41.693859345061824,140.04375689088891,191.72780018744723,20.333885541363657,38.59910685216326,212.23099618671452,1.620621208940447,2.2739068184776263,2.3573566911945165,3.767863562114713,72.39990234375,1.0,-0.004
