duration,logB,maxloglikelihood,SNR_comb_median,SNR_comb_global,run_time,total_croptimel,total_croptimeh,notchlist_l,notchlist_h,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmin_plus,fmin_minus,fmin_global,fmax_median,fmax_plus,fmax_minus,fmax_global,res_phase0_median,res_phase0_plus,res_phase0_minus,res_phase0_global,res_amplitude_median,res_dt_median,duration_median
58.0,-3.6776711105504756,17.774210226903637,2.647793626651443,7.367673089463225,26898.706732,1,1,"[60.0, 180.0]","[60.0, 180.0]",0.06031828308127277,0.30244451213752765,0.03672164988211659,0.027639653725002968,4.225775239568065e-24,5.663361696698266e-24,3.0127074896870407e-24,2.1434994510120154e-23,0.4852335689805831,0.3421140136538371,0.33079379696627964,0.41663345000445656,4.209012045948221,1.6969100367876164,1.5673478876193463,4.125143967068568,112.96322057333225,50.927607634952494,42.44483446079472,143.81004487258917,220.94651740137311,36.064496633166925,54.0081432110583,210.78702897208566,1.6541561727949925,1.8659623597288197,1.9715161004159953,2.487638856108304,58.0,1.0,0.0024500000000000004
