duration,logB,maxloglikelihood,SNR_comb_median,SNR_comb_global,run_time,total_croptimel,total_croptimeh,notchlist_l,notchlist_h,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmin_plus,fmin_minus,fmin_global,fmax_median,fmax_plus,fmax_minus,fmax_global,res_phase0_median,res_phase0_plus,res_phase0_minus,res_phase0_global,res_amplitude_median,res_dt_median,duration_median
114.39990234375,-3.18778188944918,20.756334540353567,4.465677534076373,8.09380664246291,29375.545095,1,2,"[60.0, 120.0, 180.0, 73.9, 122.2, 170.5, 196.1, 244.4]","[60.0, 120.0, 180.0, 128.0, 160.0, 192.0, 256.0, 64.0]",0.02880691073686338,0.08119655388886682,0.016647239946050076,0.014140679810077727,2.701009398628482e-23,3.229433543925435e-23,1.9283905456158738e-23,1.010478080843063e-22,0.4328443823835848,0.36973563458310466,0.22791167084352174,0.2057322233795349,4.876819393343849,0.862573729079549,1.873458020254077,5.739025660213474,99.46732860416473,50.409856457086946,33.57209795990508,93.52237700848539,199.67643689980466,44.40408907682047,44.892954577663204,151.0009683799002,1.8630883397518763,1.8874752250639983,2.4510218107648285,2.4637575012066444,114.39990234375,1.0,0.006900000000000001
