duration,indexlh,indexl,indexh,logB,maxloglikelihood,SNR_comb_median,SNR_comb_global,run_time,total_croptimel,total_croptimeh,notchlist_l,notchlist_h,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmin_plus,fmin_minus,fmin_global,fmax_median,fmax_plus,fmax_minus,fmax_global,res_phase0_median,res_phase0_plus,res_phase0_minus,res_phase0_global,res_amplitude_median,res_dt_median,duration_median
144.89990234375,4,2,1,-3.498052712101114,15.717139273910668,1.8669893955714367,7.885787825691468,35244.824704,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.037756606769001125,1.0044805575134368,0.027220268335873266,1.2015876867641848,4.8296286487879355e-24,9.710956723032568e-24,2.7642779595958323e-24,4.8296286487879355e-24,0.5254518707976876,0.30727565202745566,0.34931787808432097,0.8452683601416652,3.746192837729345,0.9140886900775271,1.5909678423584332,4.344639086301568,107.60389553676853,30.303838257835878,39.92391562089166,138.05827144870966,183.57694471376777,20.98159618632502,41.176650146059586,183.8772466075602,1.5371511462588177,1.8681643856310117,1.7694798390829014,1.6208370389772573,144.89990234375,1.0,-0.004
144.89990234375,6,2,3,-3.3765359805957242,14.34241002659623,2.2000599194128143,8.1247225520661,49809.361374,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.049060906646264515,0.8659483162244713,0.037769162386562034,0.40140206993949484,4.541663602069482e-24,8.132339605254228e-24,2.52466594405308e-24,5.761118998864231e-24,0.5100001374011788,0.32953329473380844,0.32689428251146946,0.43787395465461953,2.989953386972767,1.573790095921455,1.183335055383614,2.33041468611055,108.02317748950108,37.258813806027035,39.779041324009185,126.01401446447433,177.7628119439749,23.055998484478664,29.96539733159088,179.40191509067992,2.3042233430601877,1.3700283949069245,2.4633825294457745,2.524434078033287,144.89990234375,1.0,-0.004
144.89990234375,10,1,4,-3.527403808047536,20.721031380353025,2.428273709102928,8.935506927862676,33804.519497,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.025952656538463778,0.1457942217829839,0.016302611714404336,0.012161407339371327,7.182671155908791e-24,1.1179844286759308e-23,5.191972711550074e-24,3.6822150922315865e-23,0.5401538361707383,0.2901332516775067,0.3618961669105517,0.8339591041365194,3.6067934056659103,1.4553186146473704,1.5195172783518642,2.0068042739442093,98.58710838475793,34.363534470097164,31.233020489228196,121.63100944483654,177.0259360576503,25.869481135431187,38.089307126957834,164.59995245394737,1.8402447741049672,1.9405062516259346,2.2018759512357593,2.981859298809969,144.89990234375,1.0,-0.004
144.89990234375,5,1,3,-3.533553240448021,15.169057503332434,2.564605842518706,6.70517113744863,43228.210466,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.03195271131427229,0.3305257575089517,0.02156268585334871,0.031077177144771765,6.46935271248573e-24,9.825449416304769e-24,4.49821508363989e-24,1.8041650370525598e-23,0.4725180691514031,0.340538566798721,0.3279580600370954,0.5122076388462978,3.345561328454781,1.4681152316176376,1.3009499274197656,4.814477064085204,95.13692173737724,40.35099725642198,30.139699921037945,109.34895402017511,177.5308375819534,27.077612021603926,39.56856023651204,213.86755047013918,1.4059597840023081,1.9942152104454807,1.840159471018705,0.7273231420087747,144.89990234375,1.0,-0.004
144.89990234375,12,3,4,-3.597638455530386,21.97785926137472,3.0518892411955636,8.09820174303343,42677.939191,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.025394653774462095,0.12307939964808196,0.015501252844945301,0.01325518513011518,8.743900318928818e-24,1.4205522974129016e-23,6.281258630522439e-24,5.254114877630685e-23,0.5291091928360592,0.2712225210460526,0.33579645585837414,0.7063531835381115,3.436944308913306,1.4262263884325899,1.236167547153058,3.5987747830281487,96.38044867806923,38.90542919652316,29.38524948574465,92.97194189214757,177.63307216449215,27.382862175706094,44.51198421265684,129.0002687561771,1.6182145239346784,1.9947401101803224,2.065915519015694,1.3306556359458246,144.89990234375,1.0,-0.004
144.89990234375,9,3,1,-3.628955350306526,15.07927535606025,2.406388743336375,7.319110074701157,32281.281481,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.032044958254246414,0.3653358036430538,0.021578539286784708,0.583325122179419,5.935799360626245e-24,9.397205552435556e-24,3.782487117677277e-24,4.9505891923764314e-24,0.4949271875612963,0.32034501215143285,0.326159931199416,0.8385408610875035,3.017831052925997,1.554694950092971,0.9597237879805025,2.4967833360461844,101.536764850404,47.726383609117775,35.46433110307399,165.19533986633726,181.464001380218,27.221017663582188,40.615676280321566,208.69896024647963,0.9114963598382775,2.4295365756856353,1.7512662366170217,-0.8635084622485611,144.89990234375,1.0,-0.004
144.89990234375,16,4,1,-1.1570067778997977,24.947994612012483,8.055614410273785,9.054132348219975,26692.56482,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.08883713573769451,0.013323911608895872,0.015300218148219635,0.08848261087721154,1.605573241931981e-23,2.895164858030605e-24,3.2100448310713954e-24,1.8081303932352718e-23,0.9649811759703085,0.006959037532760948,0.011740005111659624,0.9667880563409738,4.831477629439766,0.0014253805740302994,0.0013072720273967775,4.8313933203492585,103.09270891133494,8.233222987881206,20.856425763401134,102.80945517142192,172.04550204397466,16.3186416232991,2.6462373660289416,172.73249655426753,-0.19546428415371442,0.329275441028882,0.3266689967906593,-0.2099445565902085,144.89990234375,1.0,-0.004
144.89990234375,11,2,4,-3.4710225663971164,21.779024332152822,2.9125047168124887,8.31483702634715,37231.732627,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.024066785236208796,0.11207522214748951,0.013230392649303955,0.02274042467123751,8.858211837493305e-24,1.805030246448899e-23,6.368078360188379e-24,2.923467036384412e-23,0.572605136169474,0.2086664118130096,0.3805228810580896,0.6437345676939712,3.528480196088382,1.295337954107092,1.390745966479896,4.823913060696303,111.04397589517154,26.284613926002407,41.08634757238994,128.6430034276231,186.82139123193906,20.912108139941296,39.79863633756048,206.8570673740012,1.8470478336896727,1.4934175961348752,2.3578318720857494,2.1421680421028766,144.89990234375,1.0,-0.004
144.89990234375,18,2,5,-2.8639757393406855,21.29141751149086,6.781723722549534,9.38762749348492,35156.557586,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.1699577171094197,0.10541155989614037,0.15535008909718925,0.20555015053577386,8.283808186408253e-24,3.781210901763073e-24,4.75995273841323e-24,1.0322095120225587e-23,0.36871749889129124,0.3905098442553697,0.2193232642295511,0.28174770973065943,1.816735586515927,2.2416898852342424,0.2254409145327776,1.592088484431119,142.13266153952384,4.642567269874206,63.31649003733499,146.86548124674135,173.23774979128245,22.19034708773458,13.459039005790231,174.00681292843933,-0.43852778345785304,2.951112976948368,0.5803720174219781,-0.9169084538986384,144.89990234375,1.0,-0.004
144.89990234375,14,4,3,-3.307087200139915,18.024649577601703,2.589347213978489,7.992592582460403,51932.748238,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.040582721676742955,0.46431632242247356,0.02967444032574998,0.03029637054874204,5.655661428272401e-24,9.109932467361831e-24,3.373099405922282e-24,2.383301897964034e-23,0.4818091624206149,0.34377014261840677,0.3122746033488699,0.43654707426874817,2.986899937801064,1.5383894379650127,0.9830137227065237,3.784280656532571,94.75616725673055,36.09833270984271,29.813620427549438,105.67745802845467,174.34515321435902,27.09506020493987,38.07687118372354,172.07493011998025,1.5901204810305134,2.316773699555336,2.4109407421591156,-0.441461693009479,144.89990234375,1.0,-0.004
144.89990234375,20,4,5,-3.266143370655334,13.914825315701801,1.943335835484752,7.876679659311188,20023.083513,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.12321848562249157,3.7857954030000083,0.10998927158885313,5.009340354532313,3.1813069410155207e-24,8.594373555098805e-24,1.234145897150114e-24,2.7685476999593433e-24,0.5010963125815255,0.3217685478727954,0.3385361722251682,0.9698451597830456,3.313066257509659,1.033121728578294,1.1693514520930024,3.8138556857280537,83.78980810369706,35.93837632516235,16.11941440389917,81.65039653813949,142.7453846880286,52.08110282889257,21.015620402644785,128.46905193888574,0.21251698633909655,3.392791002970239,1.362815750513592,-0.8231345566439774,144.89990234375,1.0,-0.004
144.89990234375,17,1,5,-3.4707864111952675,15.687396736768491,2.798700168116223,9.59008888550027,37443.41775,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.03292210736393486,0.23611120966768084,0.022549774040501007,0.04677262184165814,7.306305056378298e-24,9.305491184922237e-24,4.869554928544393e-24,1.798610059172517e-23,0.518048455836142,0.31928103937480456,0.32552054636655714,0.7214167242664552,3.5225108193058965,1.2319002265475092,1.3579113241027185,3.5257515068273215,98.60061390522156,36.321879470462704,32.631239016925164,93.04378072288306,179.07414003312132,25.821729168413356,38.99880074908609,202.16556400493604,1.4903083250319273,2.213906396061738,2.0945437316276676,0.6341346978934999,144.89990234375,1.0,-0.004
144.89990234375,23,5,3,-3.4804254783387134,19.634837426723173,2.96801095374634,9.111749653300583,36464.205333,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.0295438990972176,0.15622865061448782,0.019009789085882862,0.05345709096687502,7.7848218593705e-24,1.0406370156129705e-23,5.532500899665205e-24,2.1197283267609067e-23,0.4821243014936148,0.34826753390778914,0.3059605471764939,0.858289613799857,3.347401863148928,1.4193107192315058,1.2521749392461454,2.8174563833074835,95.08041066650779,41.790633129677275,29.830462964148325,113.73051125494642,176.63094268820794,26.629500303647035,37.19268123373098,161.5777523066307,0.9439899013179804,2.6399566063798536,1.5313072620563135,-0.12703889322257278,144.89990234375,1.0,-0.004
144.89990234375,19,3,5,-2.669945556857051,20.951816122891604,5.584085113880447,8.11822708793577,37390.032367,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.04780692874495558,0.08388056480663984,0.033624527437009194,0.047845334129879506,1.2917277792246478e-23,9.438352304422811e-24,7.791107631900321e-24,2.4032421296077187e-23,0.39999885523979933,0.2941709023170899,0.12708002530366702,0.343459631154732,3.3109452176307452,1.219952419866687,0.5845752220946507,2.8888659633313356,128.33534170839545,20.636120864957633,51.21617680647837,152.0774764751713,190.28362911921715,14.75263851658491,34.296099282630706,186.70081035769752,2.731672069112956,1.3316251593943127,3.724919167063816,3.585211111871641,144.89990234375,1.0,-0.004
144.89990234375,28,3,6,-3.4847236219988025,20.337432823750532,2.6657674068702284,7.908719473507028,41812.799791,1,1,"[60.0, 180.0]","[60.0, 120.0, 180.0]",0.04441530177500942,0.4451541777429503,0.03269715449818391,0.03505088673285094,6.337347623311473e-24,9.376751522600583e-24,3.5099411399469645e-24,3.804323325989013e-23,0.5705544645189979,0.30306753476868553,0.39085836589917766,0.8734027819755495,3.5060463114141025,1.1379196187159226,1.6695969617830646,5.0326322111586315,102.11250664875072,26.411687881933233,37.51591736112185,55.08116220040309,172.9696411545284,31.484303279241345,34.036854255494916,114.05866154460321,2.172422519397272,1.1833055887091635,2.042565190911284,2.008444406679153,144.89990234375,1.0,-0.004
